# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS	MORPHEMES	NOTE
146	Duhumbi	arrive	pʰɛt	pʰɛt	pʰ ɛ t	i n c	pʰ ɛ t	82	ARRIVE	
147	Khoina	arrive	pʰɛt	pʰɛt	pʰ ɛ t	i n c	pʰ ɛ t	82	ARRIVE	
148	Jerigaon	arrive	pʰɛʔ	pʰɛʔ	pʰ ɛ ʔ	i n c	pʰ ɛ ʔ	82	ARRIVE	
149	Khoitam	arrive	pʰɛt	pʰɛt	pʰ ɛ t	i n c	pʰ ɛ t	82	ARRIVE	
150	Rahung	arrive	pʰɛt	pʰɛt	pʰ ɛ t	i n c	pʰ ɛ t	82	ARRIVE	
#
153	Khispi	arrow	mik	mik	m i k	i n c	m i k	83	ARROW	
154	Duhumbi	arrow	mik	mik	m i k	i n c	m i k	83	ARROW	
156	Jerigaon	arrow	mik	mik	m i k	i n c	m i k	83	ARROW	
157	Khoitam	arrow	mik	mik	m i k	i n c	m i k	83	ARROW	
158	Rahung	arrow	mik-ri	mik+ri	m i k + r i	i n c + i n	m i k + r i	83 84	ARROW BOW1	
159	Rupa	arrow	mik	mik	m i k	i n c	m i k	83	ARROW	
160	Shergaon	arrow	mit	mit	m i t	i n c	m i t	83	ARROW	
#
162	Duhumbi	ascend	ʥaŋ(-luŋ)	ʥaŋ+luŋ	dʑ a ŋ + l u ŋ	i n c + i n c	dʑ a ŋ + l u ŋ	85 537	ASCEND STONE3	
163	Khoina	ascend	ʥaŋ	ʥaŋ	dʑ a ŋ	i n c	dʑ a ŋ	85	ASCEND	
164	Jerigaon	ascend	(kʰa-)ʥaŋ (aŋ)	kʰa+ʥaŋ	kʰ a + dʑ a ŋ	i n + i n c	kʰ a - + dʑ a ŋ	546 85	_soil-prefix4 ASCEND	
166	Rahung	ascend	(kʰan-)ʥaŋ (ɔŋ)	kʰan+ʥaŋ	kʰ a n + dʑ a ŋ	i n c + i n c	kʰ a n + dʑ a ŋ	546 85	_soil-prefix4 ASCEND	
#
169	Khispi	ash	ʨʰu-pʰa	ʨʰu+pʰa	tɕʰ u + pʰ a	i n + i n	tɕʰ u + pʰ a	87 86	_cha-prefix1 ASH	
170	Duhumbi	ash	ʨʰu-pʰaˀ	ʨʰu+pʰaˀ	tɕʰ u + pʰ aˀ	i n + i n	tɕʰ u + pʰ aˀ	87 86	_cha-prefix1 ASH	
171	Khoina	ash	ʥɐ-pʰlu	ʥɐ+pʰlu	dʑ ɐ + pʰl u	i n + i n	dʑ ɐ + pʰl u	87 86	_cha-prefix1 ASH	
172	Jerigaon	ash	ʨʰɐ-pʰlu	ʨʰɐ+pʰlu	tɕʰ ɐ + pʰl u	i n + i n	tɕʰ ɐ + pʰl u	87 86	_cha-prefix1 ASH	
173	Khoitam	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰl u	i n + i n	tɕʰ a + pʰl u	87 86	_cha-prefix1 ASH	
174	Rahung	ash	ʨʰa-pʰru ~ ʨʰa-pʰlu	ʨʰa+pʰru	tɕʰ a + pʰr u	i n + i n	tɕʰ a + pʰr u	87 86	_cha-prefix ASH	
175	Rupa	ash	ʨʰa-pʰlu	ʨʰa+pʰlu	tɕʰ a + pʰl u	i n + i n	tɕʰ a + pʰl u	87 86	_cha-prefix1 ASH	
176	Shergaon	ash	ʨʰa-plu	ʨʰa+plu	tɕʰ a + pl u	i n + i n	tɕʰ a + pl u	87 86	_cha-prefix ASH	
#
177	Khispi	ask	ʥik	ʥik	dʑ i k	i n c	dʑ i k	88	ASK	
178	Duhumbi	ask	ʥik	ʥik	dʑ i k	i n c	dʑ i k	88	ASK	
179	Khoina	ask	ʐik	ʐik	ʐ i k	i n c	ʐ i k	88	ASK	
181	Khoitam	ask	zik	zik	z i k	i n c	z i k	88	ASK	
182	Rahung	ask	zik	zik	z i k	i n c	z i k	88	ASK	
183	Rupa	ask	zik	zik	z i k	i n c	z i k	88	ASK	
#
185	Khispi	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ	i n c	tʰ ɔ ŋ	89	_associative	
186	Duhumbi	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ	i n c	tʰ ɔ ŋ	89	_associative	
187	Khoina	associative	-tʰyŋ	+tʰyŋ	tʰ y ŋ	i n c	tʰ y ŋ	89	_associative	
189	Khoitam	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ	i n c	tʰ ɔ ŋ	89	_associative	
190	Rahung	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ	i n c	tʰ ɔ ŋ	89	_associative	
191	Rupa	associative	-tʰɔ̃ː(ŋ)	+tʰɔ̃ː	tʰ ɔ̃ː (ŋ)/ŋ	i n c	tʰ ɔ̃ː (ŋ)/ŋ	89	_associative	
192	Shergaon	associative	-tʰɔŋ	+tʰɔŋ	tʰ ɔ ŋ	i n c	tʰ ɔ ŋ	89	_associative	
#
193	Khispi	attic	ʑak ~ ʑap	ʑak	ʑ a k~p/p	i n c	ʑ a k~p/p	90	ATTIC	
194	Duhumbi	attic	jap	jap	j a p	i n c	j a p	90	ATTIC	Bod. loan?
195	Khoina	attic	ʐɔː	ʐɔː	ʐ ɔː	i n	ʐ ɔː -	90	ATTIC	
197	Khoitam	attic	zoː	zoː	z oː	i n	z oː -	90	ATTIC	
198	Rahung	attic	zoː	zoː	z oː	i n	z oː -	90	ATTIC	
199	Rupa	attic	zoː	zoː	z oː	i n	z oː -	90	ATTIC	
200	Shergaon	attic	zoː	zoː	z oː	i n	z oː -	90	ATTIC	
#
201	Khispi	axe	pʰa	pʰa	pʰ a	i n	pʰ a	92	AXE	
202	Duhumbi	axe	pʰa	pʰa	pʰ a	i n	pʰ a	92	AXE	
203	Khoina	axe	pʰu-luˀ	pʰu+luˀ	pʰ u + l uˀ	i n + i n	pʰ u + l uˀ	92 93	AXE1 AXE2	
204	Jerigaon	axe	pʰluˀ	pʰluˀ	pʰl uˀ	i n	pʰl uˀ	92	AXE	
205	Khoitam	axe	pʰluˀ	pʰluˀ	pʰl uˀ	i n	pʰl uˀ	92	AXE1	
206	Rahung	axe	pʰɹuˀ	pʰɹuˀ	pʰɹ uˀ	i n	pʰɹ uˀ	92	AXE1	
207	Rupa	axe	pʰluˀ	pʰluˀ	pʰl uˀ	i n	pʰl uˀ	92	AXE1	
208	Shergaon	axe	pʰluˀ	pʰluˀ	pʰl uˀ	i n	pʰl uˀ	92	AXE1	
#
211	Khoina	back (n)	na-guŋ	na+guŋ	n a + g u ŋ	i n + i n c	n a + g u ŋ	95 94	_sky-prefix6 BACKN1	
212	Jerigaon	back (n)	na-kuŋ	na+kuŋ	n a + k u ŋ	i n + i n c	n a + k u ŋ	95 94	_sky-prefix6 BACKN1	
213	Khoitam	back (n)	(a-)kyː	kyː	k yː	i n	k yː	568	BACKN2	Bod. loan?
214	Rahung	back (n)	kyː	kyː	k yː	i n	k yː	569	BACKN2	Bod. loan?
215	Rupa	back (n)	ɲa-kʰuŋ ~ ɲa-guŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ	i n + i n c	ɲ a + kʰ u ŋ	95 94	_sky-prefix6 BACKN1	
216	Shergaon	back (n)	ɲa-kʰuŋ	ɲa+kʰuŋ	ɲ a + kʰ u ŋ	i n + i n c	ɲ a + kʰ u ŋ	95 94	_sky-prefix6 BACKN1	
#
217	Khispi	back (wards)	kʰiɕ ~ kʰis	kʰiɕ	kʰ i s~ɕ/ɕ	i n c	kʰ i s~ɕ/ɕ	96	BACKWARDS	
221	Khoitam	back (wards)	li-kʰeː	li+kʰeː	l i + kʰ eː	i n + i n	l i + kʰ eː -	97 96	_la-prefix2 BACKWARDS	
222	Rahung	back (wards)	la-kʰeː	la+kʰeː	l a + kʰ eː	i n + i n	l a + kʰ eː -	97 96	_la-prefix2 BACKWARDS	
223	Rupa	back (wards)	lə-kʰeː	lə+kʰeː	l ə + kʰ eː	i n + i n	l ə + kʰ eː -	97 96	_la-prefix2 BACKWARDS	
#
225	Khispi	bad	u-ʑan	u+ʑan	u + ʑ a n	n + i n c	- u + ʑ a n	56 100	_u/a-prefix BAD1	
226	Duhumbi	bad	u-ʑan	u+ʑan	u + ʑ a n	n + i n c	- u + ʑ a n	56 100	_u/a-prefix BAD1	
227	Khoina	bad	a-ʐɐ̃ː (-dyː)	a+ʐɐ̃ː	a + ʐ ɐ̃ː + d yː	n + i n + i n	- a + ʐ ɐ̃ː - + d yː	56 100 91	_u/a-prefix BAD1	
229	Khoitam	bad	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː	n + i n	- a + z ɔ̃ː -	56 100	_u/a-prefix BAD1	
230	Rahung	bad	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː	n + i n	- a + z ɔ̃ː -	56 100	_u/a-prefix BAD1	
231	Rupa	bad	a-zɔ̃ː	a+zɔ̃ː	a + z ɔ̃ː	n + i n	- a + z ɔ̃ː -	56 100	_u/a-prefix BAD1	
235	Khoina	bad	a-nu	a+nu	a + n u	n + i n	- a + n u	56 239	_u/a-prefix BAD2	
236	Jerigaon	bad	a-nu	a+nu	a + n u	n + i n	- a + n u	56 239	_u/a-prefix BAD2	
237	Khoitam	bad	a-nu	a+nu	a + n u	n + i n	- a + n u	56 239	_u/a-prefix BAD2	
238	Rahung	bad	a-nu	a+nu	a + n u	n + i n	- a + n u	56 239	_u/a-prefix BAD2	
239	Rupa	bad	a-ɲu	a+ɲu	a + ɲ u	n + i n	- a + ɲ u	56 239	_u/a-prefix BAD2	
#
241	Khispi	bamboo	mej	mej	m ej	i n	m ej	102	BAMBOO	
242	Duhumbi	bamboo	mɛj	mɛj	m ɛj	i n	m ɛj	102	BAMBOO	
243	Khoina	bamboo	maː	maː	m aː	i n	m aː	102	BAMBOO	
244	Jerigaon	bamboo	mɛˀ	mɛˀ	m ɛˀ	i n	m ɛˀ	102	BAMBOO	
245	Khoitam	bamboo	mɛˀ	mɛˀ	m ɛˀ	i n	m ɛˀ	102	BAMBOO	
246	Rahung	bamboo	mɛˀ	mɛˀ	m ɛˀ	i n	m ɛˀ	102	BAMBOO	
247	Rupa	bamboo	maˀ	maˀ	m aˀ	i n	m aˀ	102	BAMBOO	
248	Shergaon	bamboo	ma	ma	m a	i n	m a	102	BAMBOO	
#
251	Khoina	banana	ma-suŋ	ma+suŋ	m a + s u ŋ	i n + i n c	m a + s u ŋ	104 103	_ma-prefix2 BANANA	
252	Jerigaon	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ	i n + i n c	m ə + s u ŋ	104 103	_ma-prefix2 BANANA	
253	Khoitam	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ	i n + i n c	m ə + s u ŋ	104 103	_ma-prefix2 BANANA	
254	Rahung	banana	pʰ-suŋ	pʰ+suŋ	pʰ + s u ŋ	i + i n c	pʰ - + s u ŋ	104 103	_ma-prefix2 BANANA	
255	Rupa	banana	mə-suŋ ~ bə-suŋ	mə+suŋ	m~b/m ə + s u ŋ	i n + i n c	m~b/m ə + s u ŋ	104 103	_ma-prefix2 BANANA	
256	Shergaon	banana	mə-suŋ	mə+suŋ	m ə + s u ŋ	i n + i n c	m ə + s u ŋ	104 103	_ma-prefix2 BANANA	
#
257	Khispi	barley	pʰɔk	pʰɔk	pʰ ɔ k	i n c	pʰ ɔ k	106	BARLEY	
258	Duhumbi	barley	pʰɔk	pʰɔk	pʰ ɔ k	i n c	pʰ ɔ k	106	BARLEY	
259	Khoina	barley	pʰuk (dakløː)	pʰuk+dakløː	pʰ u k + d a + kl øː	i n c + i n + i n	pʰ u k + d a + kl øː	106 556 563	BARLEY	
260	Jerigaon	barley	pʰuk	pʰuk	pʰ u k	i n c	pʰ u k	106	BARLEY	
261	Khoitam	barley	pʰuk	pʰuk	pʰ u k	i n c	pʰ u k	106	BARLEY	
262	Rahung	barley	pʰuk	pʰuk	pʰ u k	i n c	pʰ u k	106	BARLEY	
263	Rupa	barley	pʰuk	pʰuk	pʰ u k	i n c	pʰ u k	106	BARLEY	
264	Shergaon	barley	pʰuk	pʰuk	pʰ u k	i n c	pʰ u k	106	BARLEY	
#
265	Khispi	bastard	daw-la	daw+la	d aw + l a	i n + i n	d aw + l a	108 107	_da-prefix2 BASTARD	
266	Duhumbi	bastard	dow-la	dow+la	d ow + l a	i n + i n	d ow + l a	108 107	_da-prefix2 BASTARD	
267	Khoina	bastard	də-pʰlɐːʰ	də+pʰlɐːʰ	d ə + pʰl ɐːʰ	i n + i n	d ə + pʰl ɐːʰ	108 107	_da-prefix2 BASTARD	
268	Jerigaon	bastard	du-flɐːʰ	du+flɐːʰ	d u + fl ɐːʰ	i n + i n	d u + fl ɐːʰ	108 107	_da-prefix2 BASTARD	
269	Khoitam	bastard	du-pʰlɔːʰ	du+pʰlɔːʰ	d u + pʰl ɔːʰ	i n + i n	d u + pʰl ɔːʰ	108 107	_da-prefix2 BASTARD	
270	Rahung	bastard	da-pʰlɔːʰ	da+pʰlɔːʰ	d a + pʰl ɔːʰ	i n + i n	d a + pʰl ɔːʰ	108 107	_da-prefix2 BASTARD	
271	Rupa	bastard	də-pʰlɔːʰ	də+pʰlɔːʰ	d ə + pʰl ɔːʰ	i n + i n	d ə + pʰl ɔːʰ	108 107	_da-prefix2 BASTARD	
272	Shergaon	bastard	də-pʰlɔː	də+pʰlɔː	d ə + pʰl ɔː	i n + i n	d ə + pʰl ɔː	108 107	_da-prefix2 BASTARD	
#
273	Khispi	bat	pʰa-baŋ	pʰa+baŋ	pʰ a + b a ŋ	i n + i n c	pʰ a + b a ŋ	111 573	BAT1 BAT2	Bod. loan?
274	Duhumbi	bat	pʰa-waŋ	pʰa+waŋ	pʰ a + w a ŋ	i n + i n c	pʰ a + w a ŋ	111 573	BAT1 BAT2	Bod. loan?
275	Khoina	bat	ʥə-pʰlɔ̃ː	ʥə+pʰlɔ̃ː	dʑ ə + pʰl ɔ̃ː	i n + i n	dʑ ə - + pʰl ɔ̃ː -	110 109	FLY1 BAT3	
276	Jerigaon	bat	ʨʰa-pʰɔ̃ː	ʨʰa+pʰɔ̃ː	tɕʰ a + pʰ ɔ̃ː	i n + i n	tɕʰ a - + pʰ ɔ̃ː -	110 109	FLY1 BAT3	
277	Khoitam	bat	pʰɔː-waŋ	pʰɔː+waŋ	pʰ ɔː + w a ŋ	i n + i n c	pʰ ɔː + w a ŋ	111 573	BAT1 BAT2	Bod. loan?
278	Rahung	bat	ʨʰam-pʰɔm	ʨʰam+pʰɔm	tɕʰ a m + pʰ ɔ m	i n c + i n c	tɕʰ a m + pʰ ɔ m	110 109	FLY1 BAT3	
279	Rupa	bat	ʨʰam-pʰlaː ~ ʦʰam-pʰlɔ̃ː	ʨʰam+pʰlaː	ʦʰ~tɕʰ/tɕʰ a m + pʰl aː~ɔ̃ː/ɔ̃ː	i n c + i n	ʦʰ~tɕʰ/tɕʰ a m + pʰl aː~ɔ̃ː/ɔ̃ː -	110 109	FLY1 BAT3	
280	Shergaon	bat	paŋ-paŋ	paŋ+paŋ	p a ŋ + p a ŋ	i n c + i n c	p a ŋ + p a ŋ	573 1286	BAT2 BAT2	Bod. loan?
4792	Rupa	bat	pʰaː-baŋ ~ pʰaː-waŋ	pʰaː+b~w/baŋ	pʰ aː + b~w/b a ŋ	i n + i n c	pʰ aː - + b~w/b a ŋ	110 573	FLY1 BAT3	Bod. loan?
4793	Duhumbi	bat	pʰɔŋ-kʰaŋ	pʰɔŋ+kʰaŋ	pʰ ɔ ŋ + kʰ a ŋ	i n c + i n c	pʰ ɔ ŋ + kʰ a ŋ	109 571	BAT3 BAT4	
#
281	Khispi	beans	pʰo-bin	pʰo+bin	pʰ o + b i n	i n + i n c	pʰ o - + b i n	112 113	BEANS1 BEANS2	
283	Khoina	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a	i n c + i n	pʰ ɔ ŋ + b a -	112 113	BEANS1 BEANS2	
284	Jerigaon	beans	pʰɔŋ-ba	pʰɔŋ+ba	pʰ ɔ ŋ + b a	i n c + i n	pʰ ɔ ŋ + b a -	112 113	BEANS1 BEANS2	
285	Khoitam	beans	pʰɔm-bɛ	pʰɔm+bɛ	pʰ ɔ m + b ɛ	i n c + i n	pʰ ɔ m + b ɛ -	112 113	BEANS1 BEANS2	
286	Rahung	beans	pʰam-bɛ	pʰam+bɛ	pʰ a m + b ɛ	i n c + i n	pʰ a m + b ɛ -	112 113	BEANS1 BEANS2	
287	Rupa	beans	pʰam-pʰla	pʰam+pʰla	pʰ a m + pʰl a	i n c + i n	pʰ a m + pʰl a -	112 113	BEANS1 BEANS2	
#
289	Khispi	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m	i n + i n c	ɕ a + tʰ ɔ m	115 114	_sa-prefix3 BEAR	
290	Duhumbi	bear	ɕa-tʰɔm	ɕa+tʰɔm	ɕ a + tʰ ɔ m	i n + i n c	ɕ a + tʰ ɔ m	115 114	_sa-prefix3 BEAR	
291	Khoina	bear	ɕ-tʰuŋ	ɕ+tʰuŋ	ɕ + tʰ u ŋ	i + i n c	ɕ - + tʰ u ŋ	115 114	_sa-prefix3 BEAR	
292	Jerigaon	bear	s-tʰuŋ	s+tʰuŋ	s + tʰ u ŋ	i + i n c	s - + tʰ u ŋ	115 114	_sa-prefix3 BEAR	
293	Khoitam	bear	s-tʰuŋ ~ s-tuŋ	s+tʰuŋ	s + tʰ~t/t u ŋ	i + i n c	s - + tʰ~t/t u ŋ	115 114	_sa-prefix3 BEAR	
294	Rahung	bear	s-tuŋ	s+tuŋ	s + t u ŋ	i + i n c	s - + t u ŋ	115 114	_sa-prefix3 BEAR	
295	Rupa	bear	s-tuŋ	s+tuŋ	s + t u ŋ	i + i n c	s - + t u ŋ	115 114	_sa-prefix3 BEAR	
296	Shergaon	bear	s-tuŋ	s+tuŋ	s + t u ŋ	i + i n c	s - + t u ŋ	115 114	_sa-prefix3 BEAR	
#
297	Khispi	beat, hit	mak	mak	m a k	i n c	m a k	116	BEAT	
298	Duhumbi	beat, hit	mak	mak	m a k	i n c	m a k	116	BEAT	
299	Khoina	beat, hit	wɐk	wɐk	w ɐ k	i n c	w ɐ k	116	BEAT	
300	Jerigaon	beat, hit	wɐk	wɐk	w ɐ k	i n c	w ɐ k	116	BEAT	
302	Rahung	beat, hit	mak	mak	m a k	i n c	m a k	116	BEAT	
303	Rupa	beat, hit	mak	mak	m a k	i n c	m a k	116	BEAT	
#
305	Khispi	beautiful	u-liɕ-ta	u+liɕ+ta	u + l i ɕ + t a	n + i n c + i n	- u + l i ɕ + t a	56 118 120	_u/a-prefix BEAUTIFUL _da-suffix1	
306	Duhumbi	beautiful	u-lis	u+lis	u + l i s	n + i n c	- u + l i s	56 118	_u/a-prefix BEAUTIFUL	
310	Rahung	beautiful	a-leː-du	a+leː+du	a + l eː + d u	n + i n + i n	- a + l eː - + d u	56 118 120	_u/a-prefix BEAUTIFUL _da-suffix1	
311	Rupa	beautiful	a-leː-du	a+leː+du	a + l eː + d u	n + i n + i n	- a + l eː - + d u	56 118 120	_u/a-prefix BEAUTIFUL _da-suffix1	
#
313	Khispi	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s + a + m a	i n + i n c + n + i n	tɕʰ i - + kʰ u s + a + m a -	123 122 124 121	HONEY BEE _a-prefix FEMALE	
314	Duhumbi	bee	ʨʰi-kʰus a-ma	ʨʰi+kʰus_a+ma	tɕʰ i + kʰ u s + a + m a	i n + i n c + n + i n	tɕʰ i - + kʰ u s + a + m a -	123 122 124 121	HONEY BEE _a-prefix FEMALE	
315	Khoina	bee	ʨʰə-xø-mɐːʰ	ʨʰə+xø+mɐːʰ	tɕʰ ə + x ø + m ɐːʰ	i n + i n + i n	tɕʰ ə - + x ø - + m ɐːʰ -	123 122 121	HONEY BEE FEMALE	
316	Jerigaon	bee	ʨʰə-kʰø-muː	ʨʰə+kʰø+muː	tɕʰ ə + kʰ ø + m uː	i n + i n + i n	tɕʰ ə - + kʰ ø - + m uː -	123 122 121	HONEY BEE FEMALE	
318	Rahung	bee	ʨʰaŋ-kʰø-əm	ʨʰaŋ+kʰø+əm	tɕʰ a ŋ + kʰ ø + ə + m	i n c + i n + n + c	tɕʰ a ŋ + kʰ ø - + ə + - - m	123 122 124 121	HONEY BEE _a-prefix FEMALE	epenthetic /ng/?
319	Rupa	bee	ʨʰə-kʰø-mɔː	ʨʰə+kʰø+mɔː	tɕʰ ə + kʰ ø + m ɔː	i n + i n + i n	tɕʰ ə - + kʰ ø - + m ɔː -	123 122 121	HONEY BEE FEMALE	
320	Shergaon	bee	ʨʰə-kʰe-mɔː	ʨʰə+kʰe+mɔː	tɕʰ ə + kʰ e + m ɔː	i n + i n + i n	tɕʰ ə - + kʰ e - + m ɔː -	123 122 121	HONEY BEE FEMALE	
#
321	Khispi	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
322	Duhumbi	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
323	Khoina	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
324	Jerigaon	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
325	Khoitam	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
326	Rahung	beer filter	tʰɔk(-bɹoː)	tʰɔk+bɹoː	tʰ ɔ k + bɹ oː	i n c + i n	tʰ ɔ k + bɹ oː	125 604	BEERFILTER ?	
327	Rupa	beer filter	tʰɔk	tʰɔk	tʰ ɔ k	i n c	tʰ ɔ k	125	BEERFILTER	
328	Shergaon	beer filter	(kʰi-)tʰɔk	kʰi+tʰɔk	kʰ i + tʰ ɔ k	i n + i n c	kʰ i + tʰ ɔ k	590 125	CANE BEERFILTER	
#
329	Khispi	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i	i n c + i n	kʰ a s + k i	127 126	BEERSTRAINER1 BEERSTRAINER2	TSH loan?
330	Duhumbi	beer strainer	kʰas-ki	kʰas+ki	kʰ a s + k i	i n c + i n	kʰ a s + k i	127 126	BEERSTRAINER1 BEERSTRAINER2	TSH loan?
332	Jerigaon	beer strainer	ka-ʨɛˀ	ka+ʨɛˀ	k a + tɕ ɛˀ	i n + i n	k a - + tɕ ɛˀ	127 126	BEERSTRAINER1 BEERSTRAINER2	TSH loan?
333	Khoitam	beer strainer	(byŋ) kʰa-ʨi	byŋ_kʰa+ʨi	b y ŋ + kʰ a + tɕ i	i n c + i n + i n	b y ŋ + kʰ a - + tɕ i	610 127 126	? BEERSTRAINER1 BEERSTRAINER2	TSH loan?
#
337	Khispi	behind	la-kʰun	la+kʰun	l a + kʰ u n	i n + i n c	l a + kʰ u n	62 128	_la-prefix3 BEHIND	
338	Duhumbi	behind	la-kʰun	la+kʰun	l a + kʰ u n	i n + i n c	l a + kʰ u n	62 128	_la-prefix3 BEHIND	
342	Rahung	behind	la-kʰeː	la+kʰeː	l a + kʰ eː	i n + i n	l a + kʰ eː -	62 128	_la-prefix3 BEHIND	
343	Rupa	behind	də-kʰeː	də+kʰeː	d ə + kʰ eː	i n + i n	d ə + kʰ eː -	62 128	_da-prefix4 BEHIND	
#
345	Khispi	belly, abdomen	hi-niŋ	hi+niŋ	h i + n i ŋ	i n + i n c	h i + n i ŋ	132 131	_sa-prefix1 BELLY	
346	Duhumbi	belly, abdomen	hi-liŋ	hi+liŋ	h i + l i ŋ	i n + i n c	h i + l i ŋ	132 131	_sa-prefix1 BELLY	
347	Khoina	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː	i n + i n	s ə + r ĩː -	132 131	_sa-prefix1 BELLY	
348	Jerigaon	belly, abdomen	sə-rĩː	sə+rĩː	s ə + r ĩː	i n + i n	s ə + r ĩː -	132 131	_sa-prefix1 BELLY	
349	Khoitam	belly, abdomen	pʰə-riŋ	pʰə+riŋ	pʰ ə + r i ŋ	i n + i n c	pʰ ə + r i ŋ	133 131	_ma-prefix5 BELLY	
350	Rahung	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ	i n + i n c	s ə + r i ŋ	132 131	_sa-prefix1 BELLY	
351	Rupa	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ	i n + i n c	s ə + r i ŋ	132 131	_sa-prefix1 BELLY	
352	Shergaon	belly, abdomen	sə-riŋ	sə+riŋ	s ə + r i ŋ	i n + i n c	s ə + r i ŋ	132 131	_sa-prefix1 BELLY	
#
353	Khispi	belt	bu-kʰak	bu+kʰak	b u + kʰ a k	i n + i n c	b u + kʰ a k	136 134	_ma-prefix1 BELT	
354	Duhumbi	belt	bu-kʰak	bu+kʰak	b u + kʰ a k	i n + i n c	b u + kʰ a k	136 134	_ma-prefix1 BELT	
355	Khoina	belt	bu-kʰɐk	bu+kʰɐk	b u + kʰ ɐ k	i n + i n c	b u + kʰ ɐ k	136 134	_ma-prefix1 BELT	
356	Jerigaon	belt	mə-kʰɐk	mə+kʰɐk	m ə + kʰ ɐ k	i n + i n c	m ə + kʰ ɐ k	136 134	_ma-prefix1 BELT	
357	Khoitam	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k	i n + i n c	m ə + kʰ a k	136 134	_ma-prefix1 BELT	
358	Rahung	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k	i n + i n c	m ə + kʰ a k	136 134	_ma-prefix1 BELT	
359	Rupa	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k	i n + i n c	m ə + kʰ a k	136 134	_ma-prefix1 BELT	
360	Shergaon	belt	mə-kʰak	mə+kʰak	m ə + kʰ a k	i n + i n c	m ə + kʰ a k	136 134	_ma-prefix1 BELT	
#
361	Khispi	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k	n + i n c	ɔ + d ɔ k	137 138	_o/a-prefix BIG	
362	Duhumbi	big	ɔ-dɔk	ɔ+dɔk	ɔ + d ɔ k	n + i n c	ɔ + d ɔ k	137 138	_o/a-prefix BIG	
363	Khoina	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
364	Jerigaon	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
365	Khoitam	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
366	Rahung	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
367	Rupa	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
368	Shergaon	big	a-dɔk	a+dɔk	a + d ɔ k	n + i n c	a + d ɔ k	137 138	_o/a-prefix BIG	
#
369	Khispi	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ	i n c	d ɔ ŋ	139	BIND	
370	Duhumbi	bind (v)	dɔŋ	dɔŋ	d ɔ ŋ	i n c	d ɔ ŋ	139	BIND	
371	Khoina	bind (v)	ruŋ	ruŋ	r u ŋ	i n c	r u ŋ	139	BIND	
#
377	Khispi	bird	hwa	hwa	hw a	i n	hw a	140	BIRD	
378	Duhumbi	bird	hwa	hwa	hw a	i n	hw a	140	BIRD	
379	Khoina	bird	fuː	fuː	f uː	i n	f uː	140	BIRD	
380	Jerigaon	bird	huː	huː	h uː	i n	h uː	140	BIRD	
381	Khoitam	bird	huː	huː	h uː	i n	h uː	140	BIRD	
